sample	TCGA-FV-A495-01	TCGA-G3-A3CH-11	TCGA-CC-A3MB-01
NA	10.9436	12.7951	11.7679
60401	5.3631	3.9245	2.8399
6695	3.9235	3.0165	3.6046
3938	0	0	0
23413	8.2146	6.7104	6.9609
22983	8.1719	4.294	3.6046
23139	9.3903	8.1487	9.4403
23031	10.0075	8.5306	9.5941
375449	6.9431	7.8493	7.884
27164	0	0	0
6297	6.1985	5.3538	6.8784
55179	6.9885	7.0563	6.563
4064	6.3454	7.0754	4.723
7454	8.3806	8.6939	6.0708
81833	0	0	0
9367	8.1954	8.6275	8.7708
1543	9.9897	11.2293	7.9729
1544	11.6595	14.9747	10.2876
51209	0	0.9157	0.8237
NA	6.7134	4.9608	5.2609
NA	0	0	0
NA	0	0	0
NA	5.218	7.0659	7.1721
375444	5.5685	3.0165	6.615
NA	1.7494	5.1164	3.2433
51341	9.1832	9.5458	9.8186
NA	5.9998	4.6906	7.5759
NA	12.4236	13.6347	12.0475
NA	11.1798	10.6433	11.5532
8676	5.5444	7.6788	7.0724
10056	9.671	9.0336	10.2296
2193	10.6341	10.3351	10.6395
51024	13.2192	11.6291	11.9018
NA	0	0	1.1508
NA	0	1.4714	0
55014	9.0966	10.2991	9.592
203228	7.6679	8.914	5.8765
415117	1.3645	1.4714	0.8237
53407	9.1496	8.669	9.4594
57178	9.529	9.7498	10.4992
6608	10.9033	10.346	10.9498
NA	0	0	0
51759	10.5993	11.1533	10.0882
NA	0	0	0
3988	10.7684	12.1128	11.3237
57152	1.3645	0	0
51596	13.8064	11.6264	12.165
669	8.207	8.3146	8.9273
51076	8.7204	8.8313	7.9894
222696	0	0	0.4699
23548	7.8364	9.0578	9.3178
3990	11.6866	13.1283	10.0257
64598	10.1108	9.35	9.7331
158747	5.5444	6.6223	8.7032
56180	7.0837	7.3191	9.5212
286410	7.9647	11.2692	9.3816
23200	8.1954	9.7879	10.242
23250	7.5934	9.7378	10.1883
9923	8.4698	7.7218	9.2482
504191	0	0	0
255967	7.6397	8.5236	8.5471
NA	0	0	0
387733	0	0	0
56144	2.8267	1.9987	0.9867
5869	11.2379	11.7302	11.6279
56106	2.5171	4.6906	3.3561
56105	0	2.4416	3.1222
26025	2.053	4.4775	4.1651
10039	8.7274	8.9034	8.1748
54878	4.8751	7.2196	7.7614
91039	11.2142	10.9511	11.9273
56969	0.8379	0.9157	0.8237
56655	10.302	9.0065	8.7452
NA	11.4937	10.3072	11.487
200879	2.053	3.0165	2.278
10072	10.2957	9.7675	9.9603
1803	10.4094	11.5994	10.9251
6821	10.535	11.5093	9.6049
1804	2.3036	0.9157	0.8237
29952	12.5421	11.6126	10.5747
23177	7.8949	7.8604	8.3954
NA	0	0	0
80254	8.8966	8.9967	9.3585
390191	0	0	0
23657	5.6156	0.9157	8.4376
80219	8.7618	9.5763	9.7519
NA	7.9828	7.4046	8.4344
NA	13.8631	12.5437	12.6459
93058	9.6141	9.0649	8.6377
NA	5.4436	5.2568	2.8399
3550	11.6921	10.5829	11.1436
1549	9.2887	10.7355	8.9689
1548	15.1242	16.0869	13.6925
146853	0	0	0
643418	0	0	0
NA	7.5516	3.9245	7.3897
147138	8.6948	8.9558	5.8478
51021	11.8621	11.0441	10.4923
150677	0	0	0
64342	10.0585	10.015	10.2973
51270	0	0	0
NA	8.7748	8.3464	7.5225
64318	7.9044	8.3851	7.5642
126006	3.8466	2.4416	2.4905
51136	7.1808	8.5375	9.1828
NA	3.3853	4.2273	2.0285
NA	7.7858	9.5147	9.537
154197	1.3645	0.9157	1.3448
79048	9.6428	9.9544	10.0144
8559	8.5845	8.6661	9.5056
53947	7.9138	6.2207	4.7438
153339	10.4417	10.6019	11.0178
NA	6.1672	6.2035	6.6596
388364	0	0	1.5484
343406	0	0	0
NA	0	0	0
NA	3.4901	2.8491	2.0285
161145	7.9738	6.6733	4.723
1506	3.9964	2.6597	1.7268
11330	0.8379	0	0
10427	8.3496	11.4791	10.4381
115708	9.1812	8.7779	9.4743
55135	8.5926	7.0754	7.5405
9258	4.0659	7.3895	9.6636
55006	6.9206	8.2517	7.8738
9372	7.7546	8.9636	8.2405
NA	4.6673	3.5408	3.3008
8449	9.8292	9.6751	10.3231
NA	0	0	0
1665	9.9093	10.2796	11.2684
54741	4.575	9.0153	8.5892
53349	8.3874	9.4412	8.3535
23641	8.164	6.805	4.0356
NA	0	3.7454	0.8237
54487	9.5213	8.9584	9.6233
NA	10.7106	9.6937	9.6205
79230	7.0669	6.1505	6.1275
59350	0.8379	3.4265	2.0285
55704	7.9828	8.835	9.8106
283234	9.1213	8.1532	7.7511
440193	6.6694	8.4777	6.7449
26220	6.3029	9.2777	4.9193
100132948	3.7654	1.4714	1.8855
NA	4.575	0.9157	1.3448
8214	11.1163	10.5636	8.9634
158431	5.2778	4.2273	4.7644
163115	4.9868	2.6597	2.278
100133121	0	0	0
54469	10.1878	10.8584	10.9598
NA	8.2819	7.7985	8.1319
146540	6.5773	6.3518	7.5421
10531	10.1523	10.341	11.7559
2806	12.81	14.3464	11.924
677770	0	0	0
440400	12.2978	11.4587	11.2478
2805	12.9458	13.4583	12.9839
6041	6.9523	7.4638	6.5092
9752	0	0	0
6035	11.7644	9.7689	8.881
219972	9.8466	10.6812	8.3603
6037	0	0	0.8237
NA	10.9373	8.4229	7.4257
6038	11.8162	13.5605	12.1072
84659	2.3036	3.6467	1.3448
NA	3.4901	0.9157	0
390443	0	0	0
83902	0	0	0
90233	3.7662	5.0352	4.6363
63893	8.9889	8.7544	9.8266
NA	2.3036	1.4714	1.1077
7763	11.9378	13.6684	11.3075
NA	3.1496	3.5408	0
343172	0	0	0
81890	10.5126	9.6609	9.5295
254879	0	0	0
83867	0	0	0
127074	0	0	0
401993	0	0	0
401992	0	0	0
343173	0	0	0
26696	0	0	0
NA	7.5148	8.2319	6.5273
NA	8.2261	9.2756	8.0608
220388	2.5171	2.8491	1.3448
NA	3.8466	1.4714	3.4607
93145	11.026	11.7032	12.9941
220047	0	0	0
79780	6.9151	8.5271	8.6722
NA	9.0545	7.2536	8.4756
151887	11.0007	7.4046	5.7583
55231	3.2722	4.294	1.8855
79080	9.1313	8.4812	9.505
NA	0	0	0.8237
NA	7.9372	6.5284	6.5978
27299	3.3853	3.3023	2.1586
9646	10.0229	10.1839	10.1859
924	8.1798	8.5681	6.0953
22800	9.033	9.3323	8.4296
319103	0	0	0
NA	0	0	0
374900	4.7955	5.8064	2.3881
163081	3.7654	6.1684	5.9138
84924	5.9639	7.471	6.4532
147929	5.3068	4.4775	5.8765
85481	0	0	0
147837	8.1481	6.8829	7.2287
949	12.6432	13.6282	13.4004
93134	8.0357	8.6564	8.3871
219447	0	0	0
81551	1.7494	0	0
55707	10.8352	10.2101	9.6981
1235	5.3352	4.5879	7.9363
50861	8.5659	6.5145	5.2896
11075	8.2891	3.6467	2.9155
121457	8.0486	8.07	9.2112
84519	3.8466	4.7864	2.0285
10562	3.5878	0	0
9201	4.7955	3.5408	3.7766
85443	0	2.8491	0.8237
166614	6.2885	4.8762	4.5909
27035	0	0	0.8237
50508	0	0	0
7187	6.3454	6.9773	7.0475
79400	1.7494	0.9157	0.4699
50507	5.3352	1.4714	3.7766
9489	8.6014	7.827	8.7998
566	2.3036	2.1846	0.4699
23471	11.5693	12.6974	12.7977
84140	4.1322	5.6624	6.0458
145483	2.8677	5.2568	5.0591
NA	0	0.9157	0
28977	8.7058	9.3598	9.2103
89910	9.4435	9.7243	9.9508
5894	10.9906	11.5427	11.3097
92591	2.5171	1.8717	3.4093
7337	9.7417	10.6859	10.5572
202559	0	0	0
440823	4.6411	5.1164	4.9909
64976	11.236	10.2868	9.3589
57129	9.9672	8.914	9.1866
7155	10.0478	10.7783	10.4729
3653	6.0683	6.5999	6.777
9617	6.5533	7.6599	7.997
NA	2.5171	0.9157	0
3083	9.8002	12.5486	7.308
55153	8.1798	9.5024	9.4291
83464	7.4898	6.9974	7.195
26819	0	0	0
65080	9.5458	10.0383	9.584
79918	7.0768	8.1237	7.3404
NA	0.8379	0.9157	2.4905
10861	8.5058	9.883	8.8816
1836	7.5756	6.5284	7.5195
1811	0	2.4416	1.7268
5172	1.3645	1.8717	3.9662
375611	0	1.8717	0
2254	0	0.9157	0
2253	0	0	0
2252	4.1956	4.5338	2.6758
2251	0	0	0
2250	0	0	0
2249	0	0	0
2248	0	0	0.8237
2247	5.1803	7.9599	4.262
2246	5.4695	4.2273	5.0083
63827	4.4244	0	5.3177
25903	7.1964	5.2229	6.395
169611	8.2855	5.415	6.4658
4059	11.3312	11.1583	12.1706
NA	0	0	0
392465	6.756	6.8937	3.5582
51031	9.4948	10.8782	9.8894
6383	12.4527	13.5059	13.3523
2643	9.0862	11.561	10.0749
6385	12.5424	13.6002	13.4858
57348	6.4003	4.294	2.1586
79071	9.2941	10.1673	10.7684
79993	4.8751	6.1684	8.9734
6785	3.6793	2.8491	2.0285
60481	10.4883	11.2765	12.1335
54898	10.1342	11.9896	11.6667
83401	1.7494	0	1.5484
64834	10.5087	9.9231	10.868
11267	12.0018	9.8965	10.2773
276	2.8677	3.1665	1.5484
NA	6.3172	3.4265	6.8008
56928	10.5824	9.4393	9.8412
NA	8.9481	9.6209	10.6004
55596	7.4643	8.8873	9.3204
7094	11.8765	12.4606	12.4929
64167	10.2884	6.3674	10.4702
1672	12.8885	11.0339	11.0804
254827	3.6793	6.8937	2.9873
100101267	8.9755	9.3811	9.883
11045	1.7494	0	1.3448
9777	10.4228	11.1146	11.5312
NA	2.5171	0	0
56616	10.5157	9.9891	9.5453
51042	11.3348	9.3103	8.1958
3456	0	0.9157	0
55280	8.9777	8.0363	8.4942
6703	0	0	1.3448
143884	7.4513	7.7218	7.746
26508	9.8975	7.3429	8.7164
NA	1.3645	2.4416	3.0557
80018	7.3713	8.0167	8.8751
23521	14.8931	13.4195	13.7125
6445	0	0	0
80727	10.1362	10.3252	10.2365
8910	7.3082	8.5512	10.1691
83547	9.2777	9.3243	9.4821
10256	6.119	6.4428	1.7268
6443	8.7565	9.0139	6.563
154043	8.8283	10.5128	9.5257
22866	1.3645	3.5408	5.3177
51058	8.5417	7.4492	7.1721
NA	0	0	0
1852	6.8866	3.3023	8.6857
1850	7.7119	6.0186	9.7583
NA	0	0	0
1847	8.4076	8.9034	7.3996
1846	4.754	4.294	6.2925
1849	8.4505	8.1352	7.8603
1848	9.3067	10.5371	11.5596
1843	12.9886	13.3039	12.0234
1845	12.0705	11.9741	12.3677
1844	7.3644	7.685	5.2753
80131	7.8063	7.5414	8.5486
55144	9.4806	9.8885	9.8321
26301	6.4915	5.5845	4.9193
85409	7.1086	5.5845	6.9787
2006	11.9322	8.898	5.923
5933	3.8466	4.294	7.4481
8178	8.325	8.669	9.0901
23507	6.3868	7.471	6.6705
5860	11.3157	12.6263	10.678
143503	3.9964	1.4714	1.8855
81285	0	0	0
6546	5.7693	7.5618	5.1401
401190	2.3036	3.6467	4.9909
51121	9.739	8.2738	8.4957
83881	0	0	0
139324	3.1496	4.2273	2.1586
23493	8.3179	7.9091	5.748
23462	6.8077	6.114	6.4969
221091	4.5265	0.9157	0.8237
84804	5.5444	8.0509	7.7588
NA	7.0498	7.0942	6.5334
6810	10.8303	9.3676	10.3755
4520	7.4898	7.5206	7.3697
22823	7.3781	7.8822	7.8043
9375	10.4676	12.2757	11.9936
5588	3.9964	5.76	2.4905
3952	0	1.4714	0
257397	9.5428	10.4729	11.2517
NA	9.0524	7.0848	8.4957
1272	1.3645	2.1846	0
10228	8.909	8.0639	8.5502
NA	0	0	0
1446	0	0	0
23232	6.086	7.1761	7.7537
3067	3.8466	4.8762	1.7268
100303453	1.7358	0	0
9942	9.3474	9.7197	9.5332
125058	8.9912	7.1761	9.7213
6164	13.6561	12.4847	11.8806
57533	9.6862	9.6012	11.3798
2091	12.6237	10.4291	10.9781
286514	0	0	0
8771	7.3557	3.859	4.0976
11224	14.6225	12.7752	12.1107
26053	8.1075	10.048	8.0998
5319	4.7955	3.4265	0.8237
5607	8.858	8.0983	8.8548
4926	11.7589	11.8148	11.7272
139422	0	0	0
NA	6.2591	5.9582	2.3881
55738	11.3531	9.9685	10.5718
NA	7.7807	7.1312	3.121
NA	3.7654	4.294	0.4699
9293	0	0	0
3303	13.3689	14.0229	14.9713
27302	2.053	5.1528	0.8237
NA	9.5729	9.5544	9.0223
NA	8.2709	8.6846	7.3115
9210	0	0	0
128876	0.8379	1.8717	1.1077
222584	0	2.4416	0
84985	2.053	2.1846	1.1077
5099	5.6156	4.5879	2.278
644815	3.9235	6.6553	9.1515
113828	6.1513	7.1035	2.9155
54854	2.3036	1.8717	0
81610	7.6956	6.2713	9.7705
NA	2.3036	0	2.1586
728858	0	0	0
NA	6.3731	7.2282	5.2168
NA	8.2928	6.8164	7.0263
NA	1.3645	1.4714	0.4699
387882	7.634	5.712	9.688
400073	7.1572	6.7935	7.3009
NA	0	0	0
538	5.7271	6.648	7.4481
1609	8.8531	8.2362	9.2646
NA	9.2026	10.6126	10.8123
154807	9.4205	10.1883	10.552
139189	0	0	0
160851	5.8699	4.9191	4.4455
9162	0	0	1.3448
1607	0	2.1846	0.4699
11276	8.6976	9.8292	9.4283
540	7.9279	10.2662	9.3598
1608	5.7055	4.9608	5.4758
8527	8.325	7.8326	8.8985
8526	6.3594	6.8611	7.258
NA	8.5171	8.8682	8.8306
NA	0	0	0
26807	0	0	0
79022	11.8469	9.1841	10.4939
1267	12.4615	10.9204	11.1179
NA	8.3874	8.5981	8.514
6731	10.31	10.712	11.044
6839	9.8879	8.0167	9.78
169841	4.6673	4.4775	4.4455
5740	9.4758	8.2697	6.3412
5739	8.5808	6.7585	5.3724
64699	9.4205	6.2713	4.6363
341676	0	0.9157	0.8237
256536	2.053	3.1665	0.4699
8218	8.8208	6.9671	5.5607
51750	9.6948	8.1249	9.5877
4869	12.4089	12.0913	13.1002
NA	5.5444	3.3023	2.8399
NA	2.3036	3.5408	0.8237
NA	4.9505	4.7393	4.367
6782	7.4643	8.914	9.3411
85437	9.8304	9.8585	9.7226
NA	0	0	0
7447	9.0545	8.9246	8.5924
55234	10.0932	10.2734	9.7107
10400	11.4473	11.6312	8.6626
51182	8.4143	7.685	9.6711
51458	3.4901	3.3023	1.7268
4601	9.1516	10.4392	9.5739
6006	3.2722	5.415	0.4699
10856	11.604	10.5155	10.8813
6718	10.649	13.7481	9.3833
5311	7.1492000000000004	8.534	7.7093
84866	8.2782	8.6532	4.1651
5138	8.7434	9.7045	7.2138
25786	2.8677	4.1574	4.8631
NA	0	3.4265	0
NA	0	2.6597	1.8855
84970	0	0	0
NA	9.3195	8.4001	9.9434
NA	9.3682	8.4229	8.0897
NA	8.0051	6.5828	6.8831
8562	10.1036	9.7922	9.861
113146	5.0222	3.0165	3.2433
728113	0	0.1108	0
NA	0	0	0
26469	10.6326	10.379	9.9879
23256	8.9867	9.9099	9.496
152579	7.5934	7.787	7.5788
5535	0.8379	0	0
339344	7.8853	6.6858	7.4608
NA	4.3705	4.9191	2.8399
145781	3.6793	6.4245	3.6949
9657	7.2271	6.7347	8.0378
29106	1.3645	0	0
4221	10.1849	9.7936	9.7074
NA	7.4119	7.6662	7.1988
642843	0	0	0.8237
125113	6.9151	7.2785	6.8008
79039	11.5884	10.8542	11.2256
767590	0	0	0
64218	6.9431	7.2702	4.8821
10509	9.9281	9.7777	9.1809
80034	0	3.0165	0.4699
10507	7.9232	8.5167	5.6846
2561	0	1.4714	0
26246	0	0	0
NA	9.8379	12.9261	10.5345
161725	2.053	1.8717	1.1077
643854	7.9091	7.211	8.235
NA	0	3.1765	4.6644
NA	2.053	0	2.4905
NA	10.8101	11.2515	5.6515
NA	9.8217	9.2295	5.4379
NA	11.6124	10.6353	10.5882
64693	1.7494	4.4775	3.6046
NA	4.754	7.6788	6.7655
NA	9.4172	9.8871	10.452
100128553	6.5533	5.8064	6.5334
NA	10.292	12.0462	10.7841
340307	0	2.4416	3.5103
89883	0	0	0
3313	12.9905	13.4205	14.1363
NA	6.8178	5.9374	6.4147
2740	0	0	4.7438
6329	5.9639	3.9245	3.4607
6330	5.5923	4.1574	4.2257
391192	0	0	0
6612	10.654	10.592	10.4285
90075	6.2591	6.186	5.7376
55002	9.1395	9.0188	11.5754
23112	8.0051	9.4595	9.6779
NA	3.6793	3.0165	1.5484
2695	0	0	0
255104	8.444	8.253	8.6447
55118	5.5199	4.2273	0.8237
51097	12.5344	12.0043	13.0885
10557	8.7513	7.8604	8.9147
7748	6.6125	6.9874	7.5405
NA	0	0	0
27230	11.9138	12.5877	11.9465
64747	9.7796	10.6289	10.2934
56656	0	0	0
4040	9.2198	10.5457	10.7188
51338	8.0529	8.7837	6.0708
NA	8.6699	9.9621	9.1539
84735	7.4052	10.7696	2.7602
55748	12.2709	12.6807	11.1872
653639	7.1964	6.428	6.2995
80896	7.3436	8.9584	7.5225
55342	8.0444	8.5815	8.6708
4038	3.4901	4.7393	3.7355
4338	9.8242	11.3136	10.4377
NA	0	0	0
10587	11.4044	10.5602	11.0459
4041	11.1769	12.2583	12.3909
158830	3.1496	0	0
NA	0	1.4714	0
347487	0.8379	3.7454	0.8237
196	9.0694	11.3494	10.9388
10590	7.6846	4.9608	8.1515
90480	12.0987	10.1971	10.11
81035	4.4244	4.0064	2.5861
8507	8.887	8.5512	8.7706
10584	8.4666	9.9244	5.6408
78989	11.2636	11.5741	11.4798
4296	12.4317	11.6729	11.7603
7296	10.2738	10.5111	12.6083
7804	3.0155	2.6597	0.8237
594857	0	0	0
59	12.6398	10.3985	9.3532
10168	7.7858	8.534	7.6524
58	2.053	0.9157	1.1077
NA	0.8379	6.9044	7.9371
51705	8.5897	7.3429	7.1836
65268	7.6307	6.7594	4.8445
169714	8.6893	7.7812	8.7948
10022	0	0	0
23244	10.2784	11.4117	11.6981
23047	8.0183	8.994	9.4427
113655	10.886	9.6498	9.8007
100130958	5.8305	2.4416	1.7268
100131187	11.3875	9.6386	9.4419
158427	6.3144	8.0279	8.174
91584	4.9868	5.079	0.8237
93035	2.3036	2.6597	2.5861
149428	3.9235	1.8717	4.5677
6871	4.6219	5.8291	6.5571
93624	8.8333	9.9913	9.953
5692	14.1104	12.2826	13.0138
126382	9.4841	7.699	9.2008
10606	11.2682	11.8805	11.414
126370	0	0	0
222194	6.5931	8.0656	8.1969
137886	8.9481	9.2921	9.6359
165324	7.301	7.4565	7.4796
90113	2.3036	1.8717	1.1077
127731	0	0	0
9856	0.8379	0.9157	2.3881
51626	7.8853	7.3111	7.0848
128178	4.6219	4.5879	4.723
3467	0	0	0
7988	8.0699	8.5981	8.0629
219983	0	0	0
7767	6.0428	6.9821	6.4549
7768	4.575	5.6624	5.0424
7769	7.0753	7.1672	6.9565
64147	6.5533	6.0382	5.0424
221458	1.3645	2.1846	0.8237
374654	6.5522	5.472	4.5201
130013	11.552	11.3523	10.8769
56479	1.7494	2.6597	0
3785	1.7494	0	0.4699
3786	0	1.4714	1.5484
3784	7.5756	7.3741	6.5393
64577	11.3326	13.0942	10.7719
3226	0	0	0
3229	0	0	0
3228	0	0	0
7422	10.2081	11.1157	12.4571
728395	0	0	0
5350	4.0659	5.2568	0.8237
89884	4.8271	0	2.5072
7325	8.384	8.7031	7.3528
25914	7.2865	7.2867	7.2761
662	8.3108	7.6215	8.1786
663	8.5837	9.8037	9.3615
664	11.5697	12.3214	11.5293
5143	3.8466	3.1665	4.3121
29979	10.939	11.5631	11.7735
11172	0	0	0
126069	4.0659	3.8377	4.3398
23245	6.9338	6.5284	2.6758
7455	0	0	0
79047	7.521	7.5206	7.5376
389170	2.8677	3.0165	3.2433
3804	0	4.1357	0
5734	6.2739	7.3818	6.6814
3802	0	1.106	0
692111	0	0	0
10211	12.3916	11.2588	12.5685
2319	11.5667	10.8487	11.4015
3805	0.8379	2.4416	2.0285
654817	3.4901	4.4775	2.7602
27300	8.5575	7.6912	8.3432
4664	8.9822	10.294	10.0759
6675	11.5952	12.1102	10.9388
4665	9.2685	10.2652	8.8512
5158	5.4949	3.1665	2.4905
NA	15.9487	17.3457	15.3049
57474	7.5086	6.186	7.0432
389434	7.7755	10.8473	9.2075
55180	7.7173	7.2619	6.4846
55593	10.7593	10.472	10.5505
54726	7.5637	9.9583	9.1914
23252	6.5165	5.8064	5.7167
26985	9.6257	9.9032	10.0123
10947	7.1887	6.872	7.9596
5731	5.9639	3.3023	0.4699
374768	0	0	0
158798	0	0	0
9590	7.6225	9.6498	9.5511
11214	10.1179	11.422	10.9929
11216	4.1322	7.3429	7.1527
11215	7.5637	9.6751	9.6219
203100	2.053	0	0
5733	4.4764	0.9157	0.83
1280	2.7031	0	0
83987	7.3849	5.5302	3.4607
27429	9.6331	8.9636	9.0648
94031	10.1761	5.9987	6.0458
55108	10.7388	11.787	10.6767
5251	0.8379	0	0.4699
54842	7.8063	7.0754	8.428
5697	3.0155	0.9157	1.1077
170591	1.3645	0	0.4699
222643	8.1837	8.5307	9.5945
5557	8.3143	5.9374	7.9143
59277	6.0691	9.8749	8.2405
NA	0	4.5338	4.0356
4744	3.2722	4.7393	3.4093
NA	6.4003	3.4265	2.278
348801	6.9974	7.1493	5.5854
146754	5.0222	2.6597	2.0285
NA	0	0	0
NA	10.8057	9.3303	8.3174
29934	3.8466	6.7819	7.7066
112398	11.7674	10.6329	11.7097
NA	3.8466	1.4714	3.5103
NA	8.5897	8.0748	9.3064
NA	9.3543	9.6688	9.4968
NA	6.5653	5.1883	6.4016
NA	3.7654	5.2899	3.1834
NA	7.3575	8.362	7.8651
6689	5.3904	3.9245	1.1077
121599	2.053	4.8762	1.7268
85456	11.3378	11.21	11.6319
100529141	10.4899	10.0175	10.3244
NA	6.183	3.5408	5.412
51696	8.6616	9.7689	9.1053
27445	2.3036	4.2273	1.1077
168090	0	0	0
84159	8.027	8.3581	7.8531
10865	9.4005	9.9479	8.5292
731	13.007	14.2878	11.2943
NA	2.5171	3.8377	3.2433
NA	8.2336	9.5645	8.5367
NA	1.3645	0	2.278
NA	0	0	0
5604	8.8893	12.0583	10.6591
7161	5.6835	3.4265	4.6584
29777	9.8771	9.1619	9.69
246181	8.0657	9.29	7.4577
6908	7.6397	7.6084	8.1728
NA	0	0	0
NA	1.3645	0	0
729233	0	0	0
27165	11.4586	12.5994	6.9202
92745	3.6793	4.4775	3.4607
9741	12.1373	12.8647	12.3948
2585	8.2635	9.3442	9.8882
9789	9.9581	9.9099	9.9057
55353	10.2957	10.0075	12.6623
56172	11.1685	11.1204	11.5437
10235	8.1481	8.0605	6.4081
644974	0	0	0
1956	8.0529	10.4692	10.0677
55238	4.9505	8.1887	8.4849
NA	6.4401	7.9817	7.416
5957	1.3645	1.4714	0.4699
NA	9.0045	8.7632	7.5376
349136	4.7113	3.7454	0.4699
241	7.7961	7.1849	3.6932
124997	10.2413	10.7674	10.2898
80335	9.6343	10.6952	10.1681
84166	8.4143	8.8322	7.9235
81539	8.4407	9.1003	11.6412
10422	9.9998	9.706	9.1866
126248	2.5171	2.1846	1.7268
795	0	0	0
340485	1.3645	4.2273	4.0013
55331	6.6241	7.3191	7.5195
55691	9.227	9.3784	9.6855
125981	0	3.8377	0
10991	13.7226	14.3948	12.855
100170226	0	0	0
100170218	0	0	0
NA	0.8379	1.4714	0.8237
80755	10.7348	9.3103	9.4665
23344	11.6703	11.7108	12.2996
57488	9.7758	10.9511	11.5583
83850	2.053	2.1846	0.8237
2833	6.877	6.3518	4.1957
3579	2.5171	5.5576	1.3448
3577	2.053	5.7834	1.7268
NA	8.2146	7.2024	9.1332
10663	6.8477	7.9715	5.5128
643	4.6709	4.5879	2.0299
7852	9.6428	10.1129	9.7863
3714	8.1441	6.0186	6.7135
182	9.1536	8.8517	9.0737
645104	0	0	0
119467	9.2463	9.9244	7.5195
7401	0	0	0
4618	0	0	0.4699
5305	9.0459	9.8334	8.9043
10513	8.5538	9.7408	8.7361
50488	9.4659	10.0629	10.5316
7031	1.7494	0	3.2433
84074	7.0412	4.7864	6.8971
54870	9.8204	9.8066	9.5518
1877	9.9547	8.697	9.2271
1417	3.6793	1.8717	3.0557
1414	3.3853	1.8717	1.1077
5396	3.9235	1.4714	4.0013
5909	9.7771	8.8406	10.4244
55770	8.5508	9.288	9.9725
11336	10.8961	9.7152	10.4147
245910	0	0	0
55763	7.9185	8.0557	8.1786
646	1.7494	2.6597	1.3448
23265	11.4957	11.1361	11.609
60412	10.4716	9.5561	10.2346
54796	4.5265	3.9245	2.278
92912	8.3738	8.0018	9.2655
149371	8.1915	8.2488	7.9212
23005	7.8949	6.805	7.9143
29946	9.3245	8.7335	8.6626
286	3.3853	3.1665	2.0285
287	6.7349	4.4775	5.9321
288	7.4707	8.2446	5.7167
11320	8.2819	8.3736	8.95
1146	0	0	0.4699
1144	0	0	0
1145	5.6802	6.4961	4.4278
NA	3.1496	3.1665	0.8237
NA	9.992	10.0443	8.0794
10561	10.23	9.9257	5.8859
NA	3.0155	3.4265	1.1077
NA	7.5086	8.7808	7.8675
28969	8.7058	8.8927	10.0765
5884	9.0566	8.801	8.7119
387742	9.3699	9.3243	5.584
100132464	4.3145	4.7393	2.7602
NA	7.5697	7.0369	8.1748
574042	0	0	0
3419	9.1315	9.825	10.3079
135924	0	0	0.4699
416	3.6793	5.7834	9.2896
728	7.4383	7.6725	6.943
57690	8.8718	8.0583	7.6116
7134	4.2563	2.4416	0.4699
130075	0	0	0
1551	12.8731	11.4942	11.4205
221692	2.8677	3.1665	2.8887
83844	0	0	0
29761	8.3772	9.8488	8.992
5493	9.5744	9.49	6.9874
9861	10.1652	10.4244	9.8025
1576	14.0289	16.7222	10.7491
9325	8.9912	8.1799	8.8786
644936	5.1872	5.2899	5.1083
11096	6.0521	6.7347	8.6039
9507	6.2885	7.555	8.1901
11173	7.7334	5.4738	7.2287
11174	5.1557	2.8491	4.1018
9510	8.1279	9.2736	8.169
80194	10.6687	9.9531	8.463
9508	3.7654	3.8377	3.121
23229	7.4052	7.7218	7.8411
9459	7.6679	8.669	6.0373
8874	9.2923	9.4953	9.7292
50649	3.8466	3.4265	0
7984	8.7774	8.0936	9.602
9181	9.363	8.8153	9.5257
50650	7.9185	8.3306	6.8401
23406	11.678	11.0748	9.0137
22901	5.9456	5.4738	2.9155
1007	2.3036	0	0
1006	2.3036	0	1.7268
128674	0	0	0.4699
NA	0	0	0
644128	5.1557	5.7362	6.7604
999	11.2594	12.678	11.9816
1001	4.4244	2.6597	0
1000	10.9862	11.1806	11.3053
1003	9.1753	10.2057	9.3419
1002	1.3645	2.4416	0
1005	0	0	0
1004	6.6694	5.6109	4.9375
79172	6.8418	6.3171	7.1055
55839	9.5909	8.5382	9.3354
57628	1.7494	3.3023	0.4699
91687	6.4915	5.2568	8.6237
64105	4.9505	2.8491	7.6552
55835	6.9705	5.079	8.3804
2491	4.0659	2.1846	6.5393
64946	8.3426	5.3847	7.9189
1063	8.6304	5.3222	10.4208
1062	5.7693	3.4265	8.3122
10267	12.5733	9.825	9.8818
1059	12.3561	10.7074	11.2354
1058	6.4003	0.9157	7.6579
10266	10.4351	7.8156	7.363
9079	7.7546	9.2145	7.9303
11155	3.7654	2.6597	2.0285
23529	6.086	3.8377	6.8971
81621	5.0905	4.4189	3.7766
5064	9.7067	8.3385	7.0683
2301	1.3645	0.9157	0.4699
54434	8.9412	9.2777	9.3899
387103	8.6131	4.4775	8.5426
201161	9.4271	8.5443	9.1847
80152	9.1575	8.3659	9.0308
5276	0	0	0
55166	6.5411	5.5845	7.9685
401541	7.8191	3.9404	6.2791
55687	9.5073	8.4597	9.5876
7221	0	1.8717	0
161742	7.4251	8.5849	7.7013
NA	8.1759	7.4996	8.8703
286826	5.5444	5.3847	7.3288
389705	3.1496	1.4714	2.278
NA	12.9457	10.6329	11.0551
